sample_id,target_object,region,comparison,high_text,comparison_text,high_answer_class,comparison_answer_class,high_hallucinated,comparison_hallucinated,paired_advantage
sample_000601,chair,context,low,"Yes, there is a chair in the image, located in the kitchen.","Yes, there is a chair in the image, located in the kitchen.",yes,yes,1,1,0
sample_000602,bench,context,low,"Yes, there is a bench in the image, and a group of people is sitting on it.","Yes, there is a bench in the image, and a group of people is sitting on it.",yes,yes,1,1,0
sample_000603,chair,context,low,"Yes, there is a chair in the image, and the child is standing next to it.","Yes, there is a chair in the image, and the child is standing next to it.",yes,yes,1,1,0
sample_000604,chair,context,low,"No, there is no chair in the image. The image shows a living room with a table and a bookshelf.","No, there is no chair in the image. The image features a table and a doorway.",no,no,0,0,0
sample_000605,car,context,low,"Yes, there is a car in the image, and the skateboarder is riding past it.","Yes, there is a car in the image, and the skateboarder is riding past it.",yes,yes,1,1,0
sample_000606,chair,context,low,"No, there is no chair in the image. The image features a young boy pushing a suitcase.","No, there is no chair in the image. The image features a young boy pushing a suitcase.",no,no,0,0,0
sample_000607,cat,context,low,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000610,bicycle,context,low,"Yes, there is a bicycle in the image, and a man is standing next to it.","Yes, there is a bicycle in the image, and a man is standing next to it.",yes,yes,1,1,0
sample_000611,bus,context,low,"Yes, there is a bus in the image, and it is driving down a busy street.","Yes, there is a bus in the image, and it is driving down a busy street.",yes,yes,1,1,0
sample_000612,bicycle,context,low,"Yes, there is a bicycle in the image, and a man is riding it down the road.","Yes, there is a bicycle in the image, and a man is riding it down the road.",yes,yes,1,1,0
sample_000614,car,context,low,"Yes, there is a car in the image, and it is parked on the side of the street.","Yes, there is a car in the image, and it is parked on the side of the street.",yes,yes,1,1,0
sample_000616,chair,context,low,"Yes, there is a chair in the image, located in front of the television.","Yes, there is a chair in the image, located in front of the television.",yes,yes,1,1,0
sample_000617,chair,context,low,"Yes, there is a chair in the image, and the man is sitting in it.","Yes, there is a chair in the image, and the man is sitting in it.",yes,yes,1,1,0
sample_000618,cat,context,low,"No, there is no cat in the image. The image features a person sitting on a chair in a room.","Yes, there is a cat in the image, and it is sitting on a chair.",no,yes,0,1,1
sample_000619,chair,context,low,"Yes, there is a chair in the image, and the woman is sitting on it.","Yes, there is a chair in the image, and the woman is sitting on it.",yes,yes,1,1,0
sample_000620,car,context,low,"Yes, there is a car in the image, and it is driving past a building with a blue police box.","Yes, there is a car in the image, and it is driving past a building with a blue police box.",yes,yes,1,1,0
sample_000621,dog,context,low,"Yes, there is a dog in the image.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000622,chair,context,low,"Yes, there is a chair in the image, and it is positioned in front of the desk.","Yes, there is a chair in the image, and it is positioned in front of the desk.",yes,yes,1,1,0
sample_000624,car,context,low,"Yes, there is a car in the image, and it is parked on the street.","Yes, there is a car in the image, and it is parked on the street.",yes,yes,1,1,0
sample_000625,bus,context,low,"Yes, there is a bus in the image, and it is driving down the street.","Yes, there is a bus in the image, and it is driving down the street.",yes,yes,1,1,0
sample_000626,car,context,low,"Yes, there is a car in the image, which is driving down a busy city street.","Yes, there is a car in the image, which is driving down a busy city street.",yes,yes,1,1,0
sample_000627,car,context,low,"Yes, there is a car in the image, and it is parked next to the red bus.","Yes, there is a car in the image, and it is parked next to the red bus.",yes,yes,1,1,0
sample_000628,chair,context,low,"Yes, there is a chair in the image, and a man is sitting on it.","Yes, there is a chair in the image, and a man is sitting on it.",yes,yes,1,1,0
sample_000629,dog,context,low,"No, there is no dog in the image. The image features a woman and a child in a car, and a group of people standing around a pool.","No, there is no dog in the image. The image features a woman and a child in a car, and a group of people standing around a pool.",no,no,0,0,0
sample_000632,chair,context,low,"Yes, there is a chair in the image, and it is located next to a table.","Yes, there is a chair in the image, and it is located next to a table.",yes,yes,1,1,0
sample_000634,chair,context,low,"No, there is no chair in the image. The image features a table with a television, a potted plant, and a bunch of books.","No, there is no chair in the image. The image features a table with a television, a potted plant, and a bunch of books.",no,no,0,0,0
sample_000635,chair,context,low,"Yes, there is a chair in the image, and the man is standing next to it.","Yes, there is a chair in the image, and the man is standing next to it.",yes,yes,1,1,0
sample_000636,car,context,low,"Yes, there is a car in the image, and it is driving down the street.","Yes, there is a car in the image, and it is driving down the street.",yes,yes,1,1,0
sample_000062,bottle,context,random,"No, there is no bottle in the image. The image features two men standing next to each other, with one of them holding a pair of scissors.","No, there is no bottle in the image. The image features two men standing next to each other, with one of them holding a pair of scissors.",no,no,0,0,0
sample_000068,car,context,random,"Yes, there is a car in the image, and it is driving down the street.","Yes, there is a car in the image, and it is driving down the street.",yes,yes,1,1,0
sample_000069,bus,context,random,"Yes, there is a bus in the image, and it is parked in a parking lot.","Yes, there is a bus in the image. It is a large bus parked in a parking lot.",yes,yes,1,1,0
sample_000073,cat,context,random,"No, there is no cat in the image. The image features a close-up of a bunch of white balls, possibly marshmallows, on a dark background.","No, there is no cat in the image. The image features a close-up of a bunch of white balls, possibly marshmallows, on a dark background.",no,no,0,0,0
sample_000077,cat,context,random,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000079,cat,context,random,"Yes, there is a cat in the image, sitting in front of the television.","Yes, there is a cat in the image, sitting on a chair in front of a television.",yes,yes,1,1,0
sample_000080,cat,context,random,"Yes, there is a cat in the image, and it is laying on a bed.","Yes, there is a cat in the image, and it is laying on a bed.",yes,yes,1,1,0
sample_000081,cat,context,random,"Yes, there is a cat in the image, and it is sitting on a table.","Yes, there is a cat in the image, and it is sitting on a table.",yes,yes,1,1,0
sample_000084,cat,context,random,"Yes, there is a cat in the image, and it is sitting on a table.","Yes, there is a cat in the image, and it is sitting on a table.",yes,yes,1,1,0
sample_000085,dog,context,random,"Yes, there is a dog in the image, sitting in front of a television.","Yes, there is a dog in the image, sitting in front of a television.",yes,yes,1,1,0
sample_000086,bus,context,random,"Yes, there is a bus in the image, and it is parked on the side of the road.","Yes, there is a bus in the image, and it is parked on the side of the road.",yes,yes,1,1,0
sample_000088,cat,context,random,"Yes, there is a cat in the image.","Yes, there is a cat in the image, and it is sitting on a table.",yes,yes,1,1,0
sample_000090,chair,context,random,"Yes, there is a chair in the image.","Yes, there is a chair in the image.",yes,yes,1,1,0
sample_000092,bus,context,random,"No, there is no bus in the image. The image features a car driving down a dark street.","No, there is no bus in the image. The image features a car driving down a dark street.",no,no,0,0,0
sample_000093,dog,context,random,"Yes, there is a dog in the image, and it is sticking its head out of a car window.","Yes, there is a dog in the image, and it is sticking its head out of a car window.",yes,yes,1,1,0
sample_000094,dog,context,random,"Yes, there is a dog in the image. It is sitting on a bench next to a tree.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000095,bus,context,random,"Yes, there is a bus in the image, and it is parked in front of a building.","Yes, there is a bus in the image, and it is parked in front of a building.",yes,yes,1,1,0
