sample_id,target_object,prompt,condition,baseline_text,masked_text,baseline_answer_class,masked_answer_class,baseline_correct,masked_correct,accuracy_change
sample_000114,cat,Is there a cat in the image?,context,"No, there is no cat in the image. The image features a person holding a suitcase and a magazine.","No, there is no cat in the image. The image features a person holding a suitcase and a magazine.",no,no,0,0,0
sample_000115,car,Is there a car in the image?,context,"Yes, there is a car in the image, and the cat is sitting on top of it.","Yes, there is a car in the image, and the cat is sitting on top of it.",yes,yes,1,1,0
sample_000116,bench,Is there a bench in the image?,context,"Yes, there is a bench in the image, and the stuffed animals are sitting on it.","Yes, there is a bench in the image, and the stuffed animals are sitting on it.",yes,yes,1,1,0
sample_000117,dog,Is there a dog in the image?,context,"Yes, there is a dog in the image.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000118,bus,Is there a bus in the image?,context,"Yes, there is a bus in the image, and it is driving down the street.","Yes, there is a bus in the image, and it is driving down the street.",yes,yes,1,1,0
sample_000119,cat,Is there a cat in the image?,context,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000120,cat,Is there a cat in the image?,context,"Yes, there is a cat in the image, and it is standing on the edge of the sink.","Yes, there is a cat in the image, and it is sitting on the edge of the sink.",yes,yes,1,1,0
sample_000121,dog,Is there a dog in the image?,context,"Yes, there is a dog in the image.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000122,car,Is there a car in the image?,context,"Yes, there is a car in the image, and it is driving on a street.","Yes, there is a car in the image, and it is driving on a street.",yes,yes,1,1,0
sample_000123,car,Is there a car in the image?,context,"Yes, there is a car in the image. It is a white car parked in a parking lot.","Yes, there is a car in the image. It is a white car parked in a parking lot.",yes,yes,1,1,0
sample_000124,cat,Is there a cat in the image?,context,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000125,bus,Is there a bus in the image?,context,"Yes, there is a bus in the image. It is a large bus parked in a garage or a bus station.","Yes, there is a bus in the image. It is a large bus parked in a garage or a bus station.",yes,yes,1,1,0
sample_000126,car,Is there a car in the image?,context,"Yes, there is a car in the image, and it is driving down a busy street.","Yes, there is a car in the image, and it is driving down a busy street.",yes,yes,1,1,0
sample_000127,bus,Is there a bus in the image?,context,"Yes, there is a bus in the image.","Yes, there is a bus in the image. It is a large city bus parked in front of a building.",yes,yes,1,1,0
sample_000128,dog,Is there a dog in the image?,context,"Yes, there is a dog in the image.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000129,car,Is there a car in the image?,context,"Yes, there is a car in the image, and it is parked next to a pile of carrots.","Yes, there is a car in the image, and it is parked next to a pile of carrots.",yes,yes,1,1,0
sample_000130,chair,Is there a chair in the image?,context,"Yes, there is a chair in the image, and a cat is sitting on it.","Yes, there is a chair in the image, and a cat is sitting on it.",yes,yes,1,1,0
sample_000131,cat,Is there a cat in the image?,context,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000132,bus,Is there a bus in the image?,context,"Yes, there is a bus in the image. It is a red and white bus driving down a street.","Yes, there is a bus in the image. It is a red and white bus driving down a street.",yes,yes,1,1,0
sample_000133,bottle,Is there a bottle in the image?,context,"Yes, there is a bottle in the image, and a dog is laying on the floor next to it.","Yes, there is a bottle in the image, and a dog is laying on the floor next to it.",yes,yes,1,1,0
sample_000134,cat,Is there a cat in the image?,context,"Yes, there is a cat in the image, and it is sitting on a table next to a laptop.","Yes, there is a cat in the image, and it is sitting on a table next to a laptop.",yes,yes,1,1,0
sample_000135,chair,Is there a chair in the image?,context,"Yes, there is a chair in the image, and the cat is sitting on it.","Yes, there is a chair in the image, and the cat is sitting on it.",yes,yes,1,1,0
sample_000136,cat,Is there a cat in the image?,context,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000137,bench,Is there a bench in the image?,context,"Yes, there is a bench in the image.","Yes, there is a bench in the image.",yes,yes,1,1,0
sample_000138,bicycle,Is there a bicycle in the image?,context,"Yes, there is a bicycle in the image.","Yes, there is a bicycle in the image.",yes,yes,1,1,0
sample_000139,car,Is there a car in the image?,context,"Yes, there is a car in the image, and it is passing by the table with the food and wine.","Yes, there is a car in the image, and it is visible through the window.",yes,yes,1,1,0
sample_000140,cat,Is there a cat in the image?,context,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000141,dog,Is there a dog in the image?,context,"Yes, there is a dog in the image. The dog is being held by a man wearing a hat.","Yes, there is a dog in the image. The dog is being held by a man wearing a hat.",yes,yes,1,1,0
sample_000142,dog,Is there a dog in the image?,context,"Yes, there is a dog in the image.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000143,dog,Is there a dog in the image?,context,"No, there is no dog in the image. The image features a person holding a suitcase and a magazine.","No, there is no dog in the image. The image features a person holding a suitcase and a magazine.",no,no,0,0,0
sample_000144,dog,Is there a dog in the image?,context,"Yes, there is a dog in the image.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000145,bench,Is there a bench in the image?,context,"No, there is no bench in the image. The image features a brick wall and a sidewalk.","No, there is no bench in the image. The image features a brick wall and a road.",no,no,0,0,0
sample_000146,bus,Is there a bus in the image?,context,"Yes, there is a bus in the image, and it is driving down a street.","Yes, there is a bus in the image, and it is driving down a city street.",yes,yes,1,1,0
sample_000147,dog,Is there a dog in the image?,context,"Yes, there is a dog in the image.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000148,bicycle,Is there a bicycle in the image?,context,"Yes, there is a bicycle in the image.","Yes, there is a bicycle in the image.",yes,yes,1,1,0
sample_000149,dog,Is there a dog in the image?,context,"Yes, there is a dog in the image.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000150,bus,Is there a bus in the image?,context,"Yes, there is a bus in the image. It is a red bus parked on the side of the road.","Yes, there is a bus in the image. It is a red bus parked on the side of the road.",yes,yes,1,1,0
sample_000151,cat,Is there a cat in the image?,context,"Yes, there is a cat in the image. The cat is laying on top of a suitcase.","Yes, there is a cat in the image. The cat is laying on top of a suitcase.",yes,yes,1,1,0
sample_000152,dog,Is there a dog in the image?,context,"Yes, there is a dog in the image.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000153,dog,Is there a dog in the image?,context,"Yes, there is a dog in the image.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000154,chair,Is there a chair in the image?,context,"Yes, there is a chair in the image, and it is located in a bus.","Yes, there is a chair in the image, and it is located in a bus.",yes,yes,1,1,0
sample_000155,dog,Is there a dog in the image?,context,"Yes, there is a dog in the image.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000156,car,Is there a car in the image?,context,"Yes, there is a car in the image, and the boy is riding his skateboard in front of it.","Yes, there is a car in the image, and the boy is riding his skateboard in front of it.",yes,yes,1,1,0
sample_000157,bicycle,Is there a bicycle in the image?,context,"Yes, there is a bicycle in the image.","Yes, there is a bicycle in the image.",yes,yes,1,1,0
sample_000158,car,Is there a car in the image?,context,"Yes, there is a car in the image.","Yes, there is a car in the image.",yes,yes,1,1,0
sample_000159,dog,Is there a dog in the image?,context,"Yes, there is a dog in the image.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000160,bench,Is there a bench in the image?,context,"Yes, there is a bench in the image, and two people are sitting on it.","Yes, there is a bench in the image, and two people are sitting on it.",yes,yes,1,1,0
sample_000161,cat,Is there a cat in the image?,context,"Yes, there is a cat in the image. It is sitting in a window and looking out.","Yes, there is a cat in the image. It is sitting in a window and looking out.",yes,yes,1,1,0
sample_000162,bench,Is there a bench in the image?,context,"Yes, there is a bench in the image.","Yes, there is a bench in the image.",yes,yes,1,1,0
sample_000163,bench,Is there a bench in the image?,context,"Yes, there is a bench in the image.","Yes, there is a bench in the image.",yes,yes,1,1,0
sample_000164,cat,Is there a cat in the image?,context,"Yes, there is a cat in the image, and it is sitting in the sink.","No, there is no cat in the image. The image features a sink with a faucet and a toothbrush holder.",yes,no,1,0,-1
sample_000165,bicycle,Is there a bicycle in the image?,context,"Yes, there is a bicycle in the image.","Yes, there is a bicycle in the image.",yes,yes,1,1,0
sample_000166,cat,Is there a cat in the image?,context,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000167,car,Is there a car in the image?,context,"Yes, there is a car in the image, and it is parked in a parking lot.","Yes, there is a car in the image, and it is parked in a parking lot.",yes,yes,1,1,0
