sample_id,target_object,prompt,uncertainty_condition,random_condition,uncertainty_text,random_text,uncertainty_answer_class,random_answer_class,uncertainty_hallucinated,random_hallucinated,paired_advantage
sample_000426,bench,Is there a bench in the image?,context,random_context,"Yes, there is a bench in the image, and two people are sitting on it.","Yes, there is a bench in the image, and two people are sitting on it.",yes,yes,1,1,0
sample_000427,car,Is there a car in the image?,context,random_context,"Yes, there is a car in the image, and it is parked on the side of the street.","Yes, there is a car in the image, and it is parked on the side of the street.",yes,yes,1,1,0
sample_000430,bus,Is there a bus in the image?,context,random_context,"No, there is no bus in the image. The image shows a street with a car and a building in the background.","No, there is no bus in the image. The image shows a street with a car and a building in the background.",no,no,0,0,0
sample_000431,bicycle,Is there a bicycle in the image?,context,random_context,"No, there is no bicycle in the image. The image features a living room with a Christmas tree, a table, chairs, and a television.","No, there is no bicycle in the image. The image features a living room with a Christmas tree, a table, chairs, and a television.",no,no,0,0,0
sample_000432,bench,Is there a bench in the image?,context,random_context,"Yes, there is a bench in the image, and it is located next to the television.","Yes, there is a bench in the image, and it is located next to the television.",yes,yes,1,1,0
sample_000433,bus,Is there a bus in the image?,context,random_context,"Yes, there is a bus in the image, and it is driving down the street.","Yes, there is a bus in the image, and it is driving down the street.",yes,yes,1,1,0
sample_000434,car,Is there a car in the image?,context,random_context,"Yes, there is a car in the image, which is parked on the side of the road.","Yes, there is a car in the image, which is parked on the side of the road.",yes,yes,1,1,0
sample_000435,chair,Is there a chair in the image?,context,random_context,"Yes, there is a chair in the image, and a man is sitting in it.","Yes, there is a chair in the image, and a man is sitting on it.",yes,yes,1,1,0
sample_000436,dog,Is there a dog in the image?,context,random_context,"No, there is no dog in the image. The image features a person taking a picture of their car window, which includes a reflection of a person and a dog.","No, there is no dog in the image. The image features a person taking a picture of their car window, which includes a reflection of a person and a dog.",no,no,0,0,0
sample_000437,chair,Is there a chair in the image?,context,random_context,"Yes, there is a chair in the image.","Yes, there is a chair in the image.",yes,yes,1,1,0
sample_000438,bottle,Is there a bottle in the image?,context,random_context,"Yes, there is a bottle in the image, which is placed next to the plate of food.","Yes, there is a bottle in the image, which is placed next to the plate of food.",yes,yes,1,1,0
sample_000439,car,Is there a car in the image?,context,random_context,"Yes, there is a car in the image, and it is parked next to the man and the bicycles.","Yes, there is a car in the image, and it is parked next to the man and the bicycles.",yes,yes,1,1,0
sample_000440,chair,Is there a chair in the image?,context,random_context,"Yes, there is a chair in the image, located near the child who is holding a toothbrush.","Yes, there is a chair in the image, located near the child who is holding a toothbrush.",yes,yes,1,1,0
sample_000441,chair,Is there a chair in the image?,context,random_context,"Yes, there is a chair in the image, located next to the kitchen table.","Yes, there is a chair in the image, located next to the kitchen table.",yes,yes,1,1,0
sample_000442,chair,Is there a chair in the image?,context,random_context,"Yes, there is a chair in the image, located in front of a table.","Yes, there is a chair in the image, located in front of a table.",yes,yes,1,1,0
sample_000443,chair,Is there a chair in the image?,context,random_context,"Yes, there is a chair in the image, which is placed in front of a fireplace.","Yes, there is a chair in the image, which is placed in front of a fireplace.",yes,yes,1,1,0
sample_000444,bench,Is there a bench in the image?,context,random_context,"Yes, there is a bench in the image, and a group of people is sitting on it.","Yes, there is a bench in the image, and a group of people is sitting on it.",yes,yes,1,1,0
sample_000445,cat,Is there a cat in the image?,context,random_context,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000446,chair,Is there a chair in the image?,context,random_context,"Yes, there is a chair in the image, and it is located on a boat.","Yes, there is a chair in the image, and it is located on a boat.",yes,yes,1,1,0
sample_000447,bench,Is there a bench in the image?,context,random_context,"Yes, there is a bench in the image, and a woman is sitting on it.","Yes, there is a bench in the image, and a woman is sitting on it.",yes,yes,1,1,0
sample_000448,bench,Is there a bench in the image?,context,random_context,"Yes, there is a bench in the image.","Yes, there is a bench in the image.",yes,yes,1,1,0
sample_000449,chair,Is there a chair in the image?,context,random_context,"Yes, there is a chair in the image.","Yes, there is a chair in the image.",yes,yes,1,1,0
sample_000450,bus,Is there a bus in the image?,context,random_context,"Yes, there is a bus in the image, and it is driving down the street.","Yes, there is a bus in the image, and it is driving down the street.",yes,yes,1,1,0
sample_000451,chair,Is there a chair in the image?,context,random_context,"Yes, there is a chair in the image, and the woman is sitting on it.","Yes, there is a chair in the image, and the woman is sitting on it.",yes,yes,1,1,0
sample_000454,chair,Is there a chair in the image?,context,random_context,"Yes, there is a chair in the image, located in front of the desk.","Yes, there is a chair in the image, and it is positioned in front of the desk.",yes,yes,1,1,0
sample_000455,car,Is there a car in the image?,context,random_context,"Yes, there is a car in the image, parked next to the motorcycle.","Yes, there is a car in the image, parked next to the motorcycle.",yes,yes,1,1,0
sample_000456,bottle,Is there a bottle in the image?,context,random_context,"Yes, there is a bottle in the image, which is placed next to the plate of food.","Yes, there is a bottle in the image, which is placed next to the plate of food.",yes,yes,1,1,0
sample_000457,bus,Is there a bus in the image?,context,random_context,"Yes, there is a bus in the image, and it is parked in a parking lot.","Yes, there is a bus in the image, and it is parked in front of a building.",yes,yes,1,1,0
sample_000458,chair,Is there a chair in the image?,context,random_context,"Yes, there is a chair in the image.","Yes, there is a chair in the image.",yes,yes,1,1,0
sample_000459,bench,Is there a bench in the image?,context,random_context,"Yes, there is a bench in the image.","Yes, there is a bench in the image.",yes,yes,1,1,0
sample_000460,cat,Is there a cat in the image?,context,random_context,"Yes, there is a cat in the image, and it is sitting in the bathroom sink.","Yes, there is a cat in the image, and it is sitting in the bathroom sink.",yes,yes,1,1,0
sample_000461,cat,Is there a cat in the image?,context,random_context,"No, there is no cat in the image. The image features a pile of boxes, a desk, and a chair.","No, there is no cat in the image. The image features a pile of boxes, a desk, and a chair.",no,no,0,0,0
sample_000462,chair,Is there a chair in the image?,context,random_context,"No, there is no chair in the image. The focus is on the little girl and the person feeding her.","No, there is no chair in the image. The focus is on the little girl and the person feeding her.",no,no,0,0,0
sample_000463,bus,Is there a bus in the image?,context,random_context,"Yes, there is a bus in the image, and the two women are standing next to it.","Yes, there is a bus in the image, and the two women are standing next to it.",yes,yes,1,1,0
sample_000464,car,Is there a car in the image?,context,random_context,"Yes, there is a car in the image, and it is parked on the street.","Yes, there is a car in the image, and it is parked on the street.",yes,yes,1,1,0
sample_000465,dog,Is there a dog in the image?,context,random_context,"No, there is no dog in the image. The image features a man wearing a Santa hat and a fake beard.","No, there is no dog in the image. The image features a man wearing a Santa hat and holding a stuffed animal.",no,no,0,0,0
